"fullName","description","createdAgo","pushedAgo","isFork","repoStars","usersStars","leftShare","rightShare","relevance","T1W","T2W","T1M","T3M","T6M","T1Y","T2Y","T5Y","TI","T-36","T-35","T-34","T-33","T-32","T-31","T-30","T-29","T-28","T-27","T-26","T-25","T-24","T-23","T-22","T-21","T-20","T-19","T-18","T-17","T-16","T-15","T-14","T-13","T-12","T-11","T-10","T-9","T-8","T-7","T-6","T-5","T-4","T-3","T-2","T-1","T0"
"jupyterhub/jupyterhub","Multi-user server for Jupyter notebooks",2418.9,9.2,,6050,172,0.62,4.68,2.39,0.14,1.64,1.68,2.04,1.86,2.1,2.76,2.87,2.5,2594,2712,2822,2933,3046,3174,3286,3423,3577,3695,3809,3924,4037,4139,4266,4380,4505,4610,4777,4863,4963,5037,5129,5211,5282,5357,5430,5511,5588,5652,5712,5756,5810,5865,5936,6000,6070
"mrjbq7/ta-lib","Python wrapper for TA-Lib (http://ta-lib.org/).",3230.2,19.2,,4484,141,0.51,5.17,2.39,0.57,3.07,4.57,3.93,3.95,3.67,3.03,2.28,1.39,1368,1446,1527,1624,1718,1798,1884,1962,2031,2085,2150,2223,2288,2354,2431,2517,2595,2670,2737,2800,2860,2926,2992,3075,3162,3234,3321,3424,3566,3680,3779,3908,4009,4141,4230,4361,4546
"mindsdb/mindsdb","Predictive AI layer for existing databases.",907.1,9.1,,3149,111,0.4,5.8,2.38,0.57,2.07,1.51,2.16,2.21,2.89,2.89,,3.71,0,0,0,0,0,0,0,0,0,92,194,456,1046,1250,1412,1448,1648,1817,1904,1921,1931,1969,1986,2032,2100,2236,2417,2549,2640,2692,2750,2780,2829,2956,3030,3107,3181
"wowchemy/wowchemy-hugo-modules","📝 The website builder for Hugo. Build and deploy a beautiful website in minutes!",1735,8.9,,5319,157,0.57,4.86,2.37,,1.29,2.4,2.86,3.39,4.32,4.42,,3.07,1050,1121,1197,1274,1370,1441,1518,1587,1679,1769,1860,1976,2089,2189,2343,2484,2628,2777,2906,3021,3162,3281,3413,3604,3743,3859,3998,4169,4364,4514,4699,4847,4954,5056,5135,5244,5356
"CopyTranslator/CopyTranslator","Foreign language reading and translation assistant based on copy and translate.",982.7,19.7,,10277,243,0.88,3.89,2.37,,4.57,7.59,10.66,9.79,11.99,11.83,,10.46,0,0,0,0,4,5,6,7,27,82,103,151,1636,2215,2680,3302,3810,4052,4302,4490,4713,4952,5275,5639,5893,6181,6577,7023,7381,8069,8485,8793,9041,9297,9616,10039,10374
"material-shell/material-shell","A modern desktop interface for Linux. Improve your user experience and get rid of the anarchy of traditional desktop workflows. Designed to simplify navigation and reduce the need to manipulate window...",634.4,15.1,,5341,157,0.57,4.84,2.37,0.57,2.64,3.55,6.04,21.57,11.61,,,9.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,841,894,970,1020,1061,1109,1152,1210,1269,1320,1362,1408,1497,3995,4793,5066,5237,5401
"gunthercox/ChatterBot","ChatterBot is a machine learning, conversational dialog engine for creating chat bots",2311.3,22.8,,10722,248,0.9,3.8,2.35,,1.64,2.53,3.64,3.7,3.9,4.71,5.67,4.79,4868,5056,5308,5522,5712,5906,6091,6266,6445,6618,6805,6989,7282,7544,7783,7948,8119,8300,8473,8617,8758,8896,9046,9187,9299,9416,9545,9695,9813,9932,10046,10173,10281,10390,10514,10645,10761
"abseil/abseil-cpp","Abseil Common Libraries (C++)",1223.3,10.9,,7941,203,0.73,4.21,2.35,0.71,2.57,2.89,4.11,4.21,4.55,4.44,,6.53,3456,3570,3690,3785,3881,3986,4067,4164,4261,4382,4482,4600,4707,4823,4976,5108,5244,5345,5487,5604,5722,5846,5990,6152,6285,6420,6579,6688,6855,6979,7176,7332,7456,7570,7719,7858,7978
"PKUanonym/REKCARC-TSC-UHT","清华大学计算机系课程攻略 Guidance for courses in Department of Computer Science and Technology, Tsinghua University",661.7,13.7,,16063,325,1.17,3.33,2.35,,3.29,6.05,9.72,8.31,12.24,,,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5968,7024,8345,9222,9697,10262,10609,10932,11330,11587,11792,12628,13408,13841,14174,14538,14778,14959,15167,15615,15870,16140
"GoogleCloudPlatform/training-data-analyst","Labs and demos for courses for GCP Training (http://cloud.google.com/training).",1744,9.1,,4626,141,0.51,5.01,2.34,,0.93,2.33,3.29,4.15,4.38,4.02,,2.65,447,488,588,658,743,887,978,1085,1214,1340,1452,1559,1682,1789,1914,2037,2192,2309,2409,2503,2625,2746,2860,2948,3022,3122,3230,3403,3588,3724,3863,4001,4167,4319,4458,4549,4645
"madmaze/pytesseract","A Python wrapper for Google Tesseract",3742.9,21.2,,3371,114,0.41,5.56,2.34,0.57,1.29,1.71,1.96,1.97,2.2,2.11,1.66,0.9,1123,1191,1241,1295,1347,1407,1477,1534,1584,1659,1717,1779,1835,1895,1954,2007,2074,2133,2204,2284,2346,2395,2447,2503,2571,2623,2698,2772,2862,2936,3015,3075,3137,3196,3254,3322,3393
"OI-wiki/OI-wiki",":star2: Wiki of OI / ICPC for everyone. （某大型游戏线上攻略，内含炫酷算术魔法）",929.7,8.4,,6714,179,0.65,4.39,2.32,,6.21,7.4,8.12,7.89,8,7.63,,7.23,0,0,0,0,0,0,14,65,186,342,683,864,1141,1277,1467,1896,2033,2164,2391,2738,3002,3200,3402,3629,3789,3989,4283,4612,4856,5079,5268,5503,5730,5967,6213,6484,6756
"celery/celery","Distributed Task Queue (development branch)",4294.4,8.2,,16548,326,1.18,3.24,2.31,0.43,4.21,4.54,6.15,6.44,6.69,7.4,6.84,3.85,8215,8405,8638,8925,9163,9435,9685,9958,10202,10444,10673,10914,11152,11339,11640,11931,12190,12476,12781,12992,13246,13473,13681,13926,14109,14280,14481,14693,14912,15174,15377,15563,15781,15990,16205,16414,16605
"seatgeek/fuzzywuzzy","Fuzzy String Matching in Python",3489.1,37.1,,7764,196,0.71,4.15,2.3,,1.43,2.47,3.97,3.82,3.88,3.79,3.14,2.23,3745,3817,3900,3996,4109,4211,4327,4438,4541,4647,4768,4904,5000,5114,5265,5400,5529,5640,5746,5847,5958,6054,6161,6262,6347,6491,6618,6735,6849,6964,7068,7189,7291,7402,7593,7689,7788
"google/yapf","A formatter for Python files",2140.1,35.8,,11384,253,0.91,3.66,2.3,,1.57,2.3,3.2,3.38,3.9,4.29,4.69,5.32,6210,6392,6583,6733,6897,7036,7228,7391,7603,7784,7932,8077,8247,8442,8636,8818,8960,9108,9267,9402,9523,9637,9759,9861,9959,10094,10218,10369,10484,10646,10765,10876,10987,11089,11208,11311,11402
"milvus-io/milvus","An open source embedding vector similarity search engine powered by Faiss, NMSLIB and Annoy",497.6,10.8,,4891,144,0.52,4.84,2.3,,1.79,3.22,7.09,6.48,6.42,,,9.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,387,2078,2253,2548,2659,2807,3064,3293,3510,3709,3912,4095,4244,4583,4793,4913
"rushter/data-science-blogs","A curated list of data science blogs",2000.4,8.5,,5358,152,0.55,4.67,2.29,,0.29,0.89,1.17,1.11,1.47,1.35,1.81,2.68,3810,3879,3940,3999,4036,4082,4123,4166,4218,4248,4293,4332,4376,4431,4493,4536,4576,4604,4634,4666,4699,4724,4756,4782,4823,4856,4883,4996,5052,5093,5157,5188,5225,5251,5297,5331,5365
"twintproject/twint","An advanced Twitter scraping & OSINT tool written in Python that doesn't use Twitter's API, allowing you to scrape a user's followers, following, Tweets and more while evading most API limitations.",1325.2,25.9,,9058,216,0.78,3.92,2.29,,4.93,7.13,8.33,16.41,16.19,11.11,,7.07,118,148,178,222,309,372,414,445,478,550,623,813,936,1109,1204,1273,1618,1819,1971,2110,2327,2633,2793,2980,3136,3303,3505,4630,4991,5810,6052,6272,7149,8288,8593,8831,9158
"encode/django-rest-framework","Web APIs for Django. 🎸",3617.2,7.9,,19728,363,1.31,3.03,2.29,0.71,4.79,6.94,8.09,8.58,9.91,9.99,8.15,5.46,9188,9389,9638,9919,10194,10457,10721,11021,11312,11596,11871,12156,12440,12737,13117,13460,13847,14149,14501,14835,15097,15341,15602,15873,16116,16367,16637,16936,17238,17859,18166,18451,18745,18994,19273,19522,19808
"chatopera/Synonyms",":herb: 中文近义词：聊天机器人，智能问答工具包",1218.5,22.7,,3418,113,0.41,5.44,2.29,,1.5,1.58,2.03,2.09,2.16,2.55,,2.81,496,660,739,801,928,1009,1091,1172,1271,1329,1399,1471,1549,1605,1768,1859,2033,2119,2208,2275,2336,2394,2477,2566,2627,2669,2752,2832,2902,2967,3032,3094,3166,3230,3296,3366,3481
"microsoft/vcpkg","C++ Library Manager for Windows, Linux, and MacOS",1593.2,7.8,,11646,253,0.91,3.57,2.27,1.43,6.71,8.88,11.16,11.05,11.01,9.82,,7.34,1823,1983,2138,2635,2968,3191,3330,3558,3731,3904,4083,4268,4488,4669,4977,5205,5535,5747,5993,6223,6519,6799,7117,7382,7638,7896,8199,8554,8986,9350,9641,9955,10327,10638,11019,11387,11866
"tensorflow/tfjs-models","Pretrained models for TensorFlow.js",1028,9.3,,8171,200,0.72,4.03,2.27,,2.36,5.72,7.95,8.36,9.13,8.7,,7.96,0,0,0,2,641,857,1006,1143,1257,1372,1492,1642,1816,2121,2391,2577,2761,2993,3197,3350,3562,3834,4369,4641,4831,5018,5320,5647,6060,6353,6638,6906,7149,7439,7698,7990,8200
"kkroening/ffmpeg-python","Python bindings for FFmpeg - with complex filtering support",1352.7,16.6,,4675,138,0.5,4.86,2.27,0.29,3,3.78,4.39,4.45,4.47,5.29,,3.48,136,196,220,252,295,355,405,468,526,606,653,728,814,883,1000,1100,1301,1433,1543,1649,1754,1847,1978,2104,3047,3171,3292,3454,3577,3723,3866,4047,4176,4277,4399,4563,4697
"chenshuo/muduo","Event-driven network library for multi-threaded Linux server in C++11",3918.3,11.1,,8867,210,0.76,3.9,2.26,0.14,2.57,3.98,4.91,4.94,5.36,5.14,3.88,2.26,3766,3852,3956,4091,4213,4319,4425,4518,4620,4733,4865,4995,5117,5222,5374,5540,5678,5812,5955,6132,6294,6476,6614,6783,6913,7032,7198,7387,7573,7775,7967,8133,8294,8420,8591,8747,8893
"ttroy50/cmake-examples","Useful CMake Examples",1892.4,8.4,,4152,126,0.46,4.99,2.25,2.43,5,6.87,7.36,6.98,7.02,4.71,2.28,2.22,194,225,260,292,335,397,441,481,538,586,634,682,728,774,840,925,1023,1099,1159,1247,1324,1405,1463,1543,1604,1857,2088,2328,2542,2736,2894,3073,3265,3496,3705,3958,4244
"tyiannak/pyAudioAnalysis","Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications",2343.4,12.6,,3692,116,0.42,5.17,2.24,,1.14,2.37,2.51,2.3,2.42,2.31,1.97,1.6,1165,1233,1311,1386,1452,1540,1598,1655,1726,1795,1878,1949,2005,2067,2173,2253,2321,2371,2429,2483,2549,2618,2686,2747,2804,2870,2964,3031,3128,3200,3268,3339,3400,3459,3535,3616,3710
"grandyang/leetcode","Provide all my solutions and explanations in Chinese for all the Leetcode coding problems.",606.2,7.8,,4881,139,0.5,4.68,2.23,,1.29,2.01,3.48,7.33,6.17,,,8.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,1179,1450,1725,1939,2217,2405,2628,2789,2982,3094,3263,3420,3542,4301,4471,4562,4704,4818,4907
"Delgan/loguru","Python logging made (stupidly) simple",1259.2,25.5,,7905,190,0.69,3.95,2.21,,3.71,6.67,7.51,7.91,6.9,7,,10.15,0,0,0,0,0,0,0,0,0,0,0,2170,2790,3070,3412,3637,3794,4019,4183,4367,4499,4724,4966,5195,5379,5518,5695,5894,6081,6278,6456,6721,6942,7215,7507,7696,7951
"gcc-mirror/gcc","",2363.6,23.3,,4606,133,0.48,4.75,2.21,0.71,1.79,2.56,3.45,3.58,3.53,3.18,2.3,1.95,1459,1519,1590,1674,1756,1820,1880,1934,2002,2075,2146,2220,2290,2356,2439,2523,2605,2680,2746,2832,2922,3022,3112,3195,3322,3416,3514,3644,3754,3873,3957,4056,4142,4296,4413,4534,4639
"zh-google-styleguide/zh-google-styleguide","Google 开源项目风格指南 (中文版)",3112.6,24.7,,7178,178,0.64,4.08,2.2,1.14,2.57,5.85,4,3.44,3.4,3.56,3.21,2.31,3189,3251,3356,3453,3577,3680,3767,3851,4039,4151,4309,4446,4590,4696,4832,4978,5102,5206,5309,5420,5515,5628,5727,5849,5947,6031,6128,6252,6340,6435,6562,6654,6740,6823,6908,7010,7282
"nginx/nginx","An official read-only mirror of http://hg.nginx.org/nginx/ which is updated hourly. Pull requests on GitHub cannot be accepted and will be automatically closed. The proper way to submit changes to ngi...",2043.5,13.1,,13343,265,0.96,3.27,2.17,0.71,3.86,4.7,6.39,6.43,6.76,8.13,6.92,6.54,4769,4941,5146,5415,5629,5875,6091,6291,6501,6701,6929,7194,7412,7576,7902,8222,8505,8738,8961,9219,9431,9630,9815,10665,10878,11024,11260,11498,11748,11968,12175,12388,12596,12764,12984,13204,13400
"owainlewis/awesome-artificial-intelligence","A curated list of Artificial Intelligence (AI) courses, books, video lectures and papers.",2190.5,29.5,,5904,153,0.55,4.26,2.16,,1,1.55,2.09,2.36,2.18,2.26,2.59,2.69,3183,3300,3402,3497,3595,3686,3767,3871,3942,4021,4091,4171,4250,4326,4409,4470,4534,4598,4666,4736,4797,4863,4932,5018,5104,5167,5234,5289,5351,5415,5470,5536,5642,5710,5770,5853,5924
"taosdata/TDengine","An open-source big data platform designed and optimized for the Internet of Things (IoT).",564.5,8.2,,14395,278,1,3.18,2.16,0.14,2.07,3.62,5.03,14.89,10.33,,,25.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6947,9171,9819,10038,10239,10444,10624,10704,10811,10956,11330,11535,11678,12742,13623,13936,14126,14285,14412
"bbfamily/abu","阿布量化交易系统(股票，期权，期货，比特币，机器学习) 基于python的开源量化交易，量化投资架构",1589.2,33.8,,7262,175,0.63,3.96,2.15,,4.29,5.52,4.66,4.01,4.28,5.14,,4.61,1026,1182,1401,1661,1910,2163,2502,2658,2800,2947,3108,3277,3508,3673,3918,4119,4350,4534,4790,4951,5132,5289,5437,5583,5698,5815,5989,6111,6235,6359,6529,6655,6762,6836,6953,7093,7310
"boostorg/boost","Super-project for modularized Boost",2934.2,8.3,,3941,116,0.42,4.84,2.14,,0.79,1.61,1.88,1.94,2.05,2.18,1.81,1.34,1612,1686,1746,1815,1885,1928,1979,2041,2087,2144,2209,2284,2350,2403,2479,2559,2619,2687,2769,2842,2906,2980,3057,3128,3192,3243,3306,3376,3439,3529,3586,3648,3710,3768,3833,3891,3954
"ricequant/rqalpha","A extendable, replaceable Python algorithmic backtest && trading framework supporting multiple securities",1650.4,32.9,,4050,118,0.43,4.79,2.14,0.57,0.86,1.32,1.55,1.44,1.44,1.57,,2.46,2026,2124,2234,2352,2443,2521,2580,2647,2706,2769,2818,2868,2911,2962,3035,3105,3162,3212,3263,3313,3359,3401,3448,3496,3528,3559,3609,3657,3697,3747,3792,3833,3878,3914,3961,4014,4062
"nteract/papermill","📚 Parameterize, execute, and analyze notebooks",1299.2,14.3,,3872,114,0.41,4.84,2.13,,0.86,1.71,2.41,2.44,2.86,3.52,,2.99,73,100,113,129,145,155,166,584,942,1054,1133,1201,1304,1444,1579,1708,1935,2056,2186,2313,2432,2538,2645,2739,2826,2922,3047,3138,3228,3329,3423,3514,3579,3650,3756,3817,3889
"apache/incubator-brpc","Industrial-grade RPC framework used throughout Baidu, with 1,000,000+ instances and thousands kinds of services. ""brpc"" means ""better RPC"".",1239.5,13.8,,11214,232,0.84,3.4,2.13,0.43,2.64,3.45,6.26,5.12,4.74,4.57,,9.06,5503,5641,6143,6460,6600,6742,6886,7020,7170,7294,7482,7707,7881,7962,8104,8234,8369,8496,8686,8879,9019,9120,9244,9393,9485,9528,9683,9808,9921,10059,10281,10411,10551,10646,10930,11111,11239
"jupyter/docker-stacks","Ready-to-run Docker images containing Jupyter applications",2021.2,8.1,,5631,145,0.52,4.24,2.11,,0.57,2.07,2.39,2.56,2.84,2.89,2.99,2.79,2301,2415,2521,2627,2742,2831,2909,2995,3094,3198,3317,3422,3518,3614,3705,3791,3891,3953,4064,4169,4251,4329,4426,4519,4591,4705,4817,4924,5000,5083,5160,5260,5344,5409,5490,5564,5640
"wilsonfreitas/awesome-quant","A curated list of insanely awesome libraries, packages and resources for Quants (Quantitative Finance)",1944.5,9.4,,5511,142,0.51,4.24,2.1,,4.14,6.28,6.88,6.54,6.98,4.89,,3.29,977,1065,1151,1246,1323,1407,1487,1558,1638,1706,1790,1845,1928,1986,2062,2145,2246,2332,2412,2485,2573,2658,2751,2848,2956,3079,3202,3351,3523,4107,4308,4476,4715,4873,5081,5310,5651
"ranaroussi/yfinance","Yahoo! Finance market data downloader (+faster Pandas Datareader)",1345.5,8,,3914,113,0.41,4.75,2.1,,4.36,7,7.09,8.75,8.39,5.05,,2.9,115,126,134,146,152,159,172,184,190,195,203,210,217,223,229,247,279,334,379,449,502,546,612,704,844,1008,1211,1538,1827,2107,2308,2833,3079,3257,3436,3692,3996
"eastlakeside/interpy-zh","📘《Python进阶》（Intermediate Python 中文版）",1953.7,33.4,,5608,143,0.52,4.19,2.09,0.14,0.93,0.95,1.24,1.38,2.39,3.34,3.07,2.87,2291,2335,2385,2437,2495,2548,2598,2740,2812,2852,2889,2990,3173,3223,3271,3353,3394,3497,3548,3599,3642,3751,4282,4674,4736,5025,5127,5193,5249,5305,5357,5405,5454,5496,5531,5579,5622
"gabime/spdlog","Fast C++ logging library.",2277.8,13.9,,10665,219,0.79,3.38,2.08,0.29,4.43,7.53,9.25,8.56,8.64,7.98,5.44,4.69,2801,2919,3058,3166,3330,3465,3600,3833,4026,4233,4442,4628,4841,5005,5208,5415,5619,5868,6105,6322,6554,6854,7084,7307,7512,7738,7956,8252,8556,8820,9106,9371,9614,9823,10077,10439,10698
"jobbole/awesome-cpp-cn","C++ 资源大全中文版，标准库、Web应用框架、人工智能、数据库、图片处理、机器学习、日志、代码分析等。由「开源前哨」和「CPP开发者」微信公号团队维护更新。",1910.5,30.4,,4591,125,0.45,4.48,2.08,0.86,2.93,6.84,5.5,7.05,4.65,3.79,2.51,2.47,1081,1114,1164,1237,1310,1370,1427,1504,1568,1614,1678,1763,1829,1903,2011,2107,2216,2306,2439,2523,2596,2655,2734,2826,2898,2944,3049,3123,3193,3255,3310,3381,3859,4094,4229,4389,4625
"menzi11/BullshitGenerator"," Needs to generate some texts to test if my GUI rendering codes good or not. so I made this.",455.2,29.7,,14378,266,0.96,3.04,2.07,,1.71,2.53,2.99,3.59,6.01,,,31.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10106,11562,12180,12497,13018,13302,13485,13606,13718,13877,14015,14101,14194,14297,14406
"jiaaro/pydub","Manipulate audio with a simple and easy high level interface",3556.1,11.3,,5041,132,0.48,4.31,2.07,,1.21,1.87,2.43,2.68,2.83,2.63,2.1,1.42,2171,2246,2338,2414,2477,2545,2616,2697,2760,2821,2893,3034,3116,3188,3266,3359,3442,3516,3594,3659,3729,3802,3870,3936,4008,4082,4166,4266,4381,4474,4550,4642,4741,4817,4905,4982,5058
"kevin-wayne/algs4","Algorithms, 4th edition textbook code and libraries",1974.5,35.2,,6424,155,0.56,3.97,2.07,0.14,1.5,1.84,2.16,2.3,2.85,3.9,3.48,3.27,2011,2135,2301,2440,2584,2729,2847,2942,3055,3192,3317,3443,3580,3721,3958,4110,4241,4472,4606,4728,4841,4980,5156,5265,5387,5521,5660,5757,5854,5933,6010,6095,6169,6231,6313,6373,6440
"neo4j/neo4j","Graphs for Everyone",2996.5,11.2,,8528,187,0.68,3.61,2.06,0.29,1.93,2.73,3.2,3.34,3.52,3.75,3.53,2.85,4418,4521,4652,4786,4898,5017,5120,5216,5302,5404,5531,5675,5796,5913,6045,6189,6301,6419,6532,6658,6776,6899,6999,7130,7247,7355,7459,7563,7687,7812,7920,8026,8126,8239,8324,8448,8547
"lcdevelop/ChatBotCourse","自己动手做聊天机器人教程",1677.8,32.7,,4909,129,0.47,4.32,2.06,,0.79,1.08,1.58,1.51,1.84,2.34,,2.94,1999,2076,2170,2316,2458,2553,2638,2726,2827,2908,2997,3112,3201,3281,3398,3498,3609,3692,3806,3882,3950,4023,4102,4179,4238,4297,4378,4440,4517,4576,4631,4691,4726,4764,4808,4874,4930
"pyinstaller/pyinstaller","Freeze (package) Python programs into stand-alone executables",3351.4,8.1,,7581,171,0.62,3.71,2.04,,1.79,2.5,3.35,3.75,3.86,3.85,3.4,2.26,3463,3581,3677,3785,3879,3977,4080,4231,4344,4446,4551,4662,4774,4876,5021,5139,5262,5366,5486,5611,5715,5831,5943,6068,6172,6290,6409,6540,6663,6783,6896,7043,7163,7274,7386,7504,7614
"wszqkzqk/deepin-wine-ubuntu","Deepin Wine for Ubuntu/Debian",936.8,11.5,,5214,132,0.48,4.16,2.02,0.86,1.93,2.5,3.12,3.32,3.98,6.04,,5.59,0,0,0,0,0,0,42,97,171,208,459,637,807,995,1297,1590,1828,2143,2440,2699,2949,3180,3392,3603,3765,3925,4091,4236,4363,4478,4613,4718,4824,4934,5061,5142,5242
"gpakosz/.tmux","🇫🇷 Oh my tmux! My self-contained, pretty & versatile tmux configuration made with ❤️",3077.3,13.7,,13171,241,0.87,3.01,1.99,,3.36,5.46,7.46,7.55,9.31,9.48,6.87,4.7,3393,3583,3810,4000,4243,4447,4647,4873,5170,5435,5697,5973,6245,6552,6893,7183,7543,7851,8140,8426,8661,8927,9196,9487,9770,10114,10498,10884,11226,11493,11790,11994,12252,12486,12770,13001,13203
"benfred/py-spy","Sampling profiler for Python programs",908.8,8,,6419,148,0.53,3.79,1.97,0.29,2.57,3.02,3.96,4.04,4.08,4.27,,7.14,0,0,0,0,0,0,0,6,2594,2846,3065,3155,3307,3418,3538,3637,3758,3859,4036,4157,4311,4437,4651,4773,4932,5054,5166,5275,5467,5578,5685,5779,5923,6061,6224,6329,6451
"Uberi/speech_recognition","Speech recognition module for Python, supporting several engines and APIs, online and offline.",2469.7,33.5,,5355,130,0.47,3.99,1.96,,0.93,1.84,2.36,2.35,2.6,2.62,2.72,2.17,2448,2527,2644,2743,2834,2909,2971,3055,3122,3204,3278,3346,3439,3528,3638,3714,3801,3867,3942,4023,4103,4181,4259,4335,4404,4463,4555,4641,4742,4836,4926,5006,5066,5139,5222,5297,5375
"astorfi/TensorFlow-World",":earth_americas: Simple and ready-to-use tutorials for TensorFlow",1403,33.9,,4512,116,0.42,4.23,1.96,,0.21,0.16,0.24,0.29,0.31,0.46,,3.23,3525,3551,3580,3604,3639,3675,3697,3726,3765,3869,3993,4038,4179,4212,4244,4270,4286,4306,4318,4328,4343,4354,4369,4389,4401,4412,4424,4432,4443,4449,4459,4480,4486,4491,4502,4507,4514
"gperftools/gperftools","Main gperftools repository",2554.4,32.7,,5665,134,0.48,3.89,1.94,0.71,1.86,1.71,2.36,2.61,2.78,3.16,2.89,2.22,2238,2300,2377,2484,2566,2665,2762,2853,2950,3048,3127,3211,3359,3439,3602,3730,3834,3934,4042,4160,4271,4379,4482,4579,4657,4722,4827,4914,5008,5116,5193,5273,5383,5455,5535,5617,5688
"aio-libs/aiohttp","Asynchronous HTTP client/server framework for asyncio and Python",2672.9,8.2,,10696,204,0.74,3.14,1.94,0.14,2.5,3.25,4.24,4.43,4.83,5.59,5.13,4.01,4247,4468,4665,4850,5046,5236,5408,5607,5822,6026,6203,6404,6611,6807,7019,7252,7461,7634,7819,8006,8194,8396,8603,8758,8932,9069,9228,9429,9628,9760,9887,10032,10196,10309,10452,10596,10719
"overleaf/overleaf","A web-based collaborative LaTeX editor",2543,11.4,,7874,167,0.6,3.49,1.94,0.57,3.36,4.54,5.37,5.03,4.86,3.87,2.65,3.12,4452,4520,4606,4661,4718,4769,4807,4842,4894,4939,4973,5012,5057,5094,5150,5199,5249,5305,5356,5413,5559,5715,5873,5997,6110,6250,6389,6538,6710,6850,6967,7121,7262,7395,7559,7747,7935
"dotnet/machinelearning","ML.NET is an open source and cross-platform machine learning framework for .NET.",998.2,10.7,,7353,158,0.57,3.53,1.93,0.14,0.86,1.41,1.81,2.09,2.1,3.57,,7.37,0,0,0,0,2125,2672,3064,3299,3506,3811,4013,4453,4748,5017,5237,5507,5829,5932,6071,6170,6270,6362,6445,6513,6584,6643,6694,6764,6840,6898,6969,7034,7102,7187,7254,7308,7363
"pallets/click","Python composable command line interface toolkit",2468.5,10.4,,10270,198,0.72,3.17,1.93,0.71,2.86,4.18,4.18,4.39,4.7,4.81,4.11,4.16,5060,5176,5299,5424,5579,5712,5836,5984,6163,6331,6481,6614,6763,6941,7114,7254,7393,7556,7706,7868,8034,8164,8318,8434,8559,8696,8876,9030,9173,9336,9473,9634,9759,9893,10017,10148,10320
"micropython/micropython","MicroPython - a lean and efficient Python implementation for microcontrollers and constrained systems",2593.4,7.8,,11696,216,0.78,3.04,1.93,0.14,2.79,4.18,4.62,4.96,5.27,5.7,5.08,4.52,5603,5786,5957,6122,6288,6424,6567,6708,6876,7038,7187,7348,7534,7721,7945,8102,8272,8408,8579,8749,9020,9188,9369,9612,9773,9954,10098,10255,10431,10613,10791,10971,11122,11275,11431,11570,11745
